| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
| 1 | y | 1 | 1 | `1,2` | `2,5` | `4,5->2,3` | 64 | 8 | min=676 avg=679.625 med=679.500 max=684 | min=611 avg=614.625 med=614.500 max=619 | 8 | 8876 |
| 1 | y | 1 | 1 | `1,2` | `3,5` | `4,5->2,3` | 64 | 8 | min=662 avg=667.250 med=668.000 max=671 | min=597 avg=602.250 med=603.000 max=606 | 8 | 8848 |
| 1 | y | 1 | 1 | `1,2` | `4,5` | `4,5->2,3` | 64 | 8 | min=648 avg=650.250 med=650.000 max=652 | min=583 avg=585.250 med=585.000 max=587 | 8 | 8911 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 2 | `1,2` | `2,3` | `4,5->2,3` | 64 | 8 | min=697 avg=701.750 med=702.000 max=706 | min=593 avg=598.250 med=598.500 max=602 | 16 | 8976 |
| 1 | y | 1 | 2 | `1,2` | `3,3` | `4,5->2,3` | 64 | 8 | min=683 avg=686.875 med=686.000 max=691 | min=579 avg=583.375 med=583.500 max=587 | 16 | 8971 |
| 1 | y | 1 | 2 | `1,2` | `4,3` | `4,5->2,3` | 64 | 8 | min=676 avg=681.750 med=684.000 max=684 | min=572 avg=578.250 med=580.000 max=580 | 16 | 8918 |
| 1 | y | 1 | 2 | `1,2` | `2,4` | `4,5->2,3` | 64 | 8 | min=688 avg=692.750 med=693.000 max=697 | min=584 avg=589.250 med=589.000 max=594 | 16 | 8946 |
| 1 | y | 1 | 2 | `1,2` | `3,4` | `4,5->2,3` | 64 | 8 | min=677 avg=681.250 med=682.500 max=684 | min=573 avg=577.750 med=578.500 max=580 | 16 | 8905 |
| 1 | y | 1 | 2 | `1,2` | `4,4` | `4,5->2,3` | 64 | 8 | min=660 avg=663.375 med=663.000 max=668 | min=556 avg=559.875 med=559.000 max=565 | 16 | 8929 |
| 1 | y | 1 | 2 | `1,2` | `2,5` | `4,5->2,3` | 64 | 8 | min=679 avg=683.875 med=684.000 max=688 | min=575 avg=580.375 med=580.000 max=587 | 16 | 8965 |
| 1 | y | 1 | 2 | `1,2` | `3,5` | `4,5->2,3` | 64 | 8 | min=666 avg=670.375 med=670.000 max=675 | min=562 avg=566.875 med=566.000 max=574 | 16 | 8874 |
| 1 | y | 1 | 2 | `1,2` | `4,5` | `4,5->2,3` | 64 | 8 | min=651 avg=654.125 med=654.000 max=659 | min=547 avg=550.625 med=551.000 max=555 | 16 | 8910 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 4 | `1,2` | `2,3` | `4,5->2,3` | 64 | 8 | min=774 avg=781.875 med=779.000 max=805 | min=248 avg=252.750 med=253.000 max=258 | 32 | 9224 |
| 1 | y | 1 | 4 | `1,2` | `3,3` | `4,5->2,3` | 64 | 8 | min=760 avg=763.375 med=760.000 max=785 | min=234 avg=234.250 med=234.000 max=235 | 32 | 9243 |
| 1 | y | 1 | 4 | `1,2` | `4,3` | `4,5->2,3` | 64 | 8 | min=751 avg=758.500 med=756.500 max=784 | min=225 avg=229.375 med=230.500 max=233 | 32 | 9197 |
| 1 | y | 1 | 4 | `1,2` | `2,4` | `4,5->2,3` | 64 | 8 | min=770 avg=774.375 med=771.000 max=798 | min=244 avg=245.250 med=245.000 max=247 | 32 | 9243 |
| 1 | y | 1 | 4 | `1,2` | `3,4` | `4,5->2,3` | 64 | 8 | min=751 avg=758.750 med=757.000 max=775 | min=224 avg=229.625 med=230.000 max=234 | 32 | 9250 |
| 1 | y | 1 | 4 | `1,2` | `4,4` | `4,5->2,3` | 64 | 8 | min=737 avg=743.500 med=740.000 max=769 | min=211 avg=214.375 med=214.000 max=219 | 32 | 9138 |
| 1 | y | 1 | 4 | `1,2` | `2,5` | `4,5->2,3` | 64 | 8 | min=756 avg=761.875 med=759.000 max=780 | min=229 avg=232.750 med=231.000 max=239 | 32 | 9242 |
| 1 | y | 1 | 4 | `1,2` | `3,5` | `4,5->2,3` | 64 | 8 | min=742 avg=746.625 med=742.500 max=768 | min=216 avg=217.500 med=216.500 max=222 | 32 | 9229 |
| 1 | y | 1 | 4 | `1,2` | `4,5` | `4,5->2,3` | 64 | 8 | min=729 avg=734.875 med=731.500 max=759 | min=203 avg=205.750 med=205.500 max=209 | 32 | 9228 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 1 | `1,2` | `2,3` | `4,5->2,3` | 1024 | 8 | min=709 avg=713.750 med=714.500 max=718 | min=252 avg=256.750 med=257.500 max=261 | 8 | 9170 |
| 1 | y | 1 | 1 | `1,2` | `3,3` | `4,5->2,3` | 1024 | 8 | min=696 avg=700.875 med=701.500 max=705 | min=239 avg=243.875 med=244.500 max=248 | 8 | 9167 |
| 1 | y | 1 | 1 | `1,2` | `4,3` | `4,5->2,3` | 1024 | 8 | min=686 avg=690.875 med=690.500 max=696 | min=229 avg=233.875 med=233.500 max=239 | 8 | 9189 |
| 1 | y | 1 | 1 | `1,2` | `2,4` | `4,5->2,3` | 1024 | 8 | min=700 avg=706.000 med=707.000 max=710 | min=243 avg=249.000 med=250.000 max=253 | 8 | 9176 |
| 1 | y | 1 | 1 | `1,2` | `3,4` | `4,5->2,3` | 1024 | 8 | min=686 avg=691.125 med=692.000 max=695 | min=229 avg=234.125 med=235.000 max=238 | 8 | 9186 |
| 1 | y | 1 | 1 | `1,2` | `4,4` | `4,5->2,3` | 1024 | 8 | min=675 avg=678.250 med=678.000 max=682 | min=218 avg=221.250 med=221.000 max=225 | 8 | 9123 |
| 1 | y | 1 | 1 | `1,2` | `2,5` | `4,5->2,3` | 1024 | 8 | min=691 avg=695.625 med=695.500 max=701 | min=234 avg=238.625 med=238.500 max=244 | 8 | 9152 |
| 1 | y | 1 | 1 | `1,2` | `3,5` | `4,5->2,3` | 1024 | 8 | min=677 avg=681.375 med=680.000 max=686 | min=220 avg=224.375 med=223.000 max=229 | 8 | 9150 |
| 1 | y | 1 | 1 | `1,2` | `4,5` | `4,5->2,3` | 1024 | 8 | min=666 avg=670.125 med=670.000 max=673 | min=209 avg=213.125 med=213.000 max=216 | 8 | 9147 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 2 | `1,2` | `2,3` | `4,5->2,3` | 1024 | 8 | min=729 avg=734.625 med=735.500 max=739 | min=257 avg=262.125 med=263.000 max=265 | 16 | 9171 |
| 1 | y | 1 | 2 | `1,2` | `3,3` | `4,5->2,3` | 1024 | 8 | min=715 avg=719.750 med=719.000 max=724 | min=243 avg=247.250 med=246.500 max=252 | 16 | 9155 |
| 1 | y | 1 | 2 | `1,2` | `4,3` | `4,5->2,3` | 1024 | 8 | min=707 avg=711.875 med=712.500 max=715 | min=235 avg=239.375 med=239.500 max=243 | 16 | 9168 |
| 1 | y | 1 | 2 | `1,2` | `2,4` | `4,5->2,3` | 1024 | 8 | min=724 avg=727.500 med=727.500 max=731 | min=248 avg=255.000 med=255.500 max=259 | 16 | 9154 |
| 1 | y | 1 | 2 | `1,2` | `3,4` | `4,5->2,3` | 1024 | 8 | min=706 avg=709.375 med=708.000 max=715 | min=231 avg=236.875 med=236.000 max=243 | 16 | 9168 |
| 1 | y | 1 | 2 | `1,2` | `4,4` | `4,5->2,3` | 1024 | 8 | min=691 avg=696.750 med=697.500 max=701 | min=215 avg=224.250 med=225.500 max=229 | 16 | 9194 |
| 1 | y | 1 | 2 | `1,2` | `2,5` | `4,5->2,3` | 1024 | 8 | min=711 avg=715.500 med=716.000 max=719 | min=239 avg=243.000 med=243.500 max=247 | 16 | 9180 |
| 1 | y | 1 | 2 | `1,2` | `3,5` | `4,5->2,3` | 1024 | 8 | min=695 avg=702.375 med=704.000 max=707 | min=223 avg=229.875 med=230.000 max=235 | 16 | 9164 |
| 1 | y | 1 | 2 | `1,2` | `4,5` | `4,5->2,3` | 1024 | 8 | min=681 avg=688.375 med=690.000 max=693 | min=209 avg=215.875 med=216.000 max=221 | 16 | 9136 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 4 | `1,2` | `2,3` | `4,5->2,3` | 1024 | 8 | min=800 avg=805.625 med=804.000 max=824 | min=257 avg=260.500 med=260.500 max=264 | 32 | 9258 |
| 1 | y | 1 | 4 | `1,2` | `3,3` | `4,5->2,3` | 1024 | 8 | min=783 avg=790.625 med=787.000 max=816 | min=241 avg=245.500 med=245.000 max=250 | 32 | 9238 |
| 1 | y | 1 | 4 | `1,2` | `4,3` | `4,5->2,3` | 1024 | 8 | min=774 avg=783.625 med=782.000 max=807 | min=232 avg=238.500 med=240.000 max=242 | 32 | 9180 |
| 1 | y | 1 | 4 | `1,2` | `2,4` | `4,5->2,3` | 1024 | 8 | min=789 avg=796.750 med=795.500 max=813 | min=246 avg=251.625 med=253.000 max=255 | 32 | 9252 |
| 1 | y | 1 | 4 | `1,2` | `3,4` | `4,5->2,3` | 1024 | 8 | min=778 avg=783.750 med=782.000 max=801 | min=234 avg=238.625 med=239.000 max=242 | 32 | 9166 |
| 1 | y | 1 | 4 | `1,2` | `4,4` | `4,5->2,3` | 1024 | 8 | min=760 avg=767.750 med=764.500 max=788 | min=218 avg=222.625 med=222.000 max=228 | 32 | 9206 |
| 1 | y | 1 | 4 | `1,2` | `2,5` | `4,5->2,3` | 1024 | 8 | min=779 avg=786.750 med=783.000 max=812 | min=237 avg=241.625 med=241.000 max=247 | 32 | 9223 |
| 1 | y | 1 | 4 | `1,2` | `3,5` | `4,5->2,3` | 1024 | 8 | min=765 avg=771.625 med=769.000 max=793 | min=223 avg=226.500 med=226.500 max=233 | 32 | 9206 |
| 1 | y | 1 | 4 | `1,2` | `4,5` | `4,5->2,3` | 1024 | 8 | min=754 avg=760.125 med=756.500 max=784 | min=212 avg=215.000 med=214.500 max=218 | 32 | 9250 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 1 | `1,2` | `2,3` | `4,5->2,3` | 16384 | 8 | min=957 avg=964.625 med=967.500 max=970 | min=260 avg=267.625 med=270.500 max=273 | 8 | 9339 |
| 1 | y | 1 | 1 | `1,2` | `3,3` | `4,5->2,3` | 16384 | 8 | min=948 avg=950.750 med=950.000 max=955 | min=251 avg=253.750 med=253.000 max=258 | 8 | 9349 |
| 1 | y | 1 | 1 | `1,2` | `4,3` | `4,5->2,3` | 16384 | 8 | min=934 avg=940.375 med=940.000 max=947 | min=237 avg=243.375 med=243.000 max=250 | 8 | 9311 |
| 1 | y | 1 | 1 | `1,2` | `2,4` | `4,5->2,3` | 16384 | 8 | min=951 avg=955.875 med=955.000 max=962 | min=254 avg=258.875 med=258.000 max=265 | 8 | 9325 |
| 1 | y | 1 | 1 | `1,2` | `3,4` | `4,5->2,3` | 16384 | 8 | min=935 avg=941.125 med=941.500 max=946 | min=238 avg=244.125 med=244.500 max=249 | 8 | 9296 |
| 1 | y | 1 | 1 | `1,2` | `4,4` | `4,5->2,3` | 16384 | 8 | min=921 avg=925.125 med=924.000 max=934 | min=224 avg=228.125 med=227.000 max=237 | 8 | 9338 |
| 1 | y | 1 | 1 | `1,2` | `2,5` | `4,5->2,3` | 16384 | 8 | min=940 avg=945.250 med=945.000 max=951 | min=243 avg=248.250 med=248.000 max=254 | 8 | 9320 |
| 1 | y | 1 | 1 | `1,2` | `3,5` | `4,5->2,3` | 16384 | 8 | min=924 avg=929.000 med=927.500 max=937 | min=227 avg=232.000 med=230.500 max=240 | 8 | 9322 |
| 1 | y | 1 | 1 | `1,2` | `4,5` | `4,5->2,3` | 16384 | 8 | min=911 avg=915.625 med=915.500 max=920 | min=214 avg=218.625 med=218.500 max=223 | 8 | 9334 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 2 | `1,2` | `2,3` | `4,5->2,3` | 16384 | 8 | min=1224 avg=1230.375 med=1230.500 max=1235 | min=268 avg=275.875 med=277.000 max=281 | 16 | 9519 |
| 1 | y | 1 | 2 | `1,2` | `3,3` | `4,5->2,3` | 16384 | 8 | min=1207 avg=1214.625 med=1215.000 max=1221 | min=247 avg=260.125 med=261.000 max=269 | 16 | 9530 |
| 1 | y | 1 | 2 | `1,2` | `4,3` | `4,5->2,3` | 16384 | 8 | min=1201 avg=1206.500 med=1207.000 max=1211 | min=241 avg=252.000 med=253.000 max=259 | 16 | 9514 |
| 1 | y | 1 | 2 | `1,2` | `2,4` | `4,5->2,3` | 16384 | 8 | min=1216 avg=1220.125 med=1219.500 max=1224 | min=256 avg=265.625 med=267.000 max=272 | 16 | 9529 |
| 1 | y | 1 | 2 | `1,2` | `3,4` | `4,5->2,3` | 16384 | 8 | min=1198 avg=1205.125 med=1206.500 max=1210 | min=243 avg=250.625 med=251.000 max=258 | 16 | 9500 |
| 1 | y | 1 | 2 | `1,2` | `4,4` | `4,5->2,3` | 16384 | 8 | min=1183 avg=1190.875 med=1190.500 max=1197 | min=223 avg=236.375 med=235.500 max=245 | 16 | 9527 |
| 1 | y | 1 | 2 | `1,2` | `2,5` | `4,5->2,3` | 16384 | 8 | min=1208 avg=1212.125 med=1212.500 max=1215 | min=250 avg=257.625 med=259.000 max=262 | 16 | 9515 |
| 1 | y | 1 | 2 | `1,2` | `3,5` | `4,5->2,3` | 16384 | 8 | min=1192 avg=1197.375 med=1197.500 max=1202 | min=234 avg=242.875 med=243.500 max=250 | 16 | 9514 |
| 1 | y | 1 | 2 | `1,2` | `4,5` | `4,5->2,3` | 16384 | 8 | min=1175 avg=1181.500 med=1183.000 max=1186 | min=215 avg=227.000 med=228.000 max=232 | 16 | 9499 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 4 | `1,2` | `2,3` | `4,5->2,3` | 16384 | 8 | min=1757 avg=1765.000 med=1766.500 max=1769 | min=263 avg=275.875 med=275.500 max=283 | 32 | 9935 |
| 1 | y | 1 | 4 | `1,2` | `3,3` | `4,5->2,3` | 16384 | 8 | min=1746 avg=1753.125 med=1752.500 max=1759 | min=258 avg=264.000 med=264.500 max=270 | 32 | 9947 |
| 1 | y | 1 | 4 | `1,2` | `4,3` | `4,5->2,3` | 16384 | 8 | min=1735 avg=1743.375 med=1743.500 max=1749 | min=241 avg=254.250 med=255.000 max=261 | 32 | 9900 |
| 1 | y | 1 | 4 | `1,2` | `2,4` | `4,5->2,3` | 16384 | 8 | min=1748 avg=1757.875 med=1759.000 max=1764 | min=254 avg=268.750 med=270.000 max=276 | 32 | 9903 |
| 1 | y | 1 | 4 | `1,2` | `3,4` | `4,5->2,3` | 16384 | 8 | min=1736 avg=1741.625 med=1741.500 max=1746 | min=247 avg=252.500 med=253.000 max=259 | 32 | 9929 |
| 1 | y | 1 | 4 | `1,2` | `4,4` | `4,5->2,3` | 16384 | 8 | min=1719 avg=1727.125 med=1728.000 max=1731 | min=225 avg=238.000 med=240.000 max=245 | 32 | 9899 |
| 1 | y | 1 | 4 | `1,2` | `2,5` | `4,5->2,3` | 16384 | 8 | min=1742 avg=1747.375 med=1749.000 max=1752 | min=254 avg=258.250 med=256.500 max=266 | 32 | 9890 |
| 1 | y | 1 | 4 | `1,2` | `3,5` | `4,5->2,3` | 16384 | 8 | min=1728 avg=1735.000 med=1735.000 max=1742 | min=236 avg=245.875 med=248.000 max=253 | 32 | 9873 |
| 1 | y | 1 | 4 | `1,2` | `4,5` | `4,5->2,3` | 16384 | 8 | min=1714 avg=1719.250 med=1719.500 max=1725 | min=220 avg=230.125 med=229.500 max=239 | 32 | 9884 |
